,productnaam,prijs
1755,adata legend 750 1000 gb pci express 3.0 3d nand nvme m.2 ssd,93
1756,verbatim store n go 2.5 2tb usb 3.0 zwart,66
1757,"conceptronic 3.5"" hard disk box - [chd3su]",26
1758,"samsung pm893 2.5"" 960 gb sata iii v-nand tlc ssd",150
1759,silicon power armor a30 externe harde schijf 2000 gb zwart,82
1760,seagate constellation st6000nm0024 interne harde schijf,369
1761,patriot memory viper vpr400 1000 gb pci express 4.0 m.2 ssd,139
1762,seagate game drive stkx5000400 externe harde schijf 5000 gb groen,171
1763,lacie mobile drive (2022) externe harde schijf 4000 gb zilver,156
1764,synology camera license pack 8x,329
1765,shuttle pv02 montagekit,17
1766,team group l7 evo 240gb ssd,108
1767,startech.com usb 3.0 sata iii harde schijf docking station ssd / hdd met uasp,57
1768,"startech.com usb 3.1 (10 gbps) adapter kabel voor 2.5"" en 3.5"" sata schijven",54
1769,"toshiba x300 3.5"" 4000 gb sata iii",137
1770,"logilink ua0154 3.5"" storage drive enclosure",66
1771,"dell dp279 interne harde schijf 3.5"" 1000 gb sata ii",462
1772,qnap tvs-672xt ethernet lan toren zwart nas nas,2230
1773,transcend storejet cloud 210n ethernet lan compact zwart nas - [ts-sjc210n] nas,167
1774,"conceptronic dante02b behuizing voor opslagstations hdd-/ssd-behuizing zwart 2.5/3.5""",28
1775,"seagate skyhawk st3000vx015 interne harde schijf 3.5"" 3000 gb sata iii",81
1776,"hgst ultrastar 7k6 3.5"" 6000 gb sas",249
1777,synology sa3400 data-opslag-server ethernet lan rack (3u) zwart nas nas,6500
1778,asustor as6508t data-opslag-server ethernet lan toren zwart nas nas,1130
1779,"fantec bp-t3141 2.5/3.5"" hdd-/ssd-behuizing zwart",146
1780,"digitus da-71540-1 basisstation voor opslagstations usb 3.2 gen 1 (3.1 gen 1) type-b zwart, zilver",42
1781,qnap tvs-h1688x ethernet lan tower zwart nas nas,4620
1782,"icy box ib-3801-c31 externe 3,5""behuizing usb met desk stand",76
1783,"fujitsu s26462-f3500-l200 interne harde schijf 3.5"" 2000 gb sata iii",329
1784,dell 1p7dp 2000gb sas interne harde schijf,755
1785,dell 600gb sas 600gb sas - [400-ajqb],289
1786,dell 400-aupw 1000gb sata iii interne harde schijf,103
1787,"icy box ib-m2u01 2,5"" m.2 sata externe behuizing",62
1788,"patriot memory gauntlet 4 hdd-/ssd-behuizing 2.5"" aluminium",22
1789,hgst ultrastar 7k6 4000gb sata iii interne harde schijf - [0b36040],187
1790,"raidon ir2622 hdd-/ssd-behuizing 2.5/3.5"" zwart, grijs",349
1791,"icy dock mb994sk-1b 4x 2,5"" sata behuizing voor externe 5,2",219
1792,manhattan 93990 ica-ff 3-144 montagekit,5
1793,transcend 220s 480gb 2.5 sata iii tlc ssd,59
1794,"icy box-ac602 transportbehuizing 3,5"" schijven",7
1795,western digital wd1002faex 1tb (black),92
1796,"icy box ib-2222 5,25i to 4x2,5i sata met backplane",21
1797,innovation it 00-120929 solid state drive ssd,18
1798,"verbatim store'n'go 256gb zwart, zilver externe ssd",103
1799,silicon power armor a75 1000gb zilver externe harde schijf,70
1800,apricorn aegis padlock 2000gb zwart externe harde schijf,319
1801,"silicon power slim s56 240gb 2.5"" sata iii ssd",25
1802,"patriot memory burst 480gb 2.5"" sata iii ssd",65
1803,"samsung sm883 960 gb sata iii 2.5"" ssd",359
1804,transcend storejet 25c3s 1tb 2.5 usb 3.1 gen 1,73
1805,"dell 400-bdoz internal solid state drive 2.5"" 480 gb sata iii ssd",85
1806,verbatim fingerprint secure 2tb usb 3.1 gen 1 usb-c 2.5,117
1807,patriot memory vpn100 2tb nvme pcie 3.0 m.2 ssd,229
1808,emtec ec1tx200 1000 gb externe ssd,100
1809,"team group gx1 2.5"" 480 gb sata iii ssd",61
1810,western digital ss530 15.0mm 800gb sas tlc ri-3dw/d 3d ise 3d tlc nand ssd,589
1811,"goodram irdm pro gen. 2 2.5"" 1000 gb sata iii 3d tlc nand ssd",145
1812,verbatim store n go 1tb mini usb 3.2 externe ssd,124
1813,"team group cx2 2.5"" 512 gb sata iii 3d nand ssd",37
1814,"western digital ultrastar dc sn640 2.5"" 1600 gb pci express 3.1 3d tlc nvme ssd",359
1815,pny xlr8 cs3040 500 gb pci express 4.0 3d nand nvme m.2 ssd,126
1816,adata se770g 1000 gb zwart externe ssd,153
1817,"kioxia pm6-v 2.5"" 1600 gb sas bics flash tlc ssd",819
1818,sandisk professional g- pro 2tb m.2 2800mb/s 2000 gb externe ssd,1310
1819,haiqoe inbouwbracket 3.5-5.25 mf-430,5
1820,haiqoe inbouwbracket 2.5-3.5 mf-420,5
1821,"seagate 1tb backup plus slim portable 2,5"" usb 3.0 zilver",77
1822,delock 62495 converter ide -- msata,41
1823,apricorn aegis fortress l3 externe harde schijf 1000 gb zwart,319
1824,"intel sc2kb076tz01 internal solid state drive 2.5"" 7680 gb sata iii ssd",1110
1825,"synology 2.5"" sata 1920gb 2.5"" sata iii ssd",689
1826,verbatim store n go 2.5 2tb usb 3.0 black gen 2,72
1827,"icy box ib-2240ssk behuizing 4x 2,5"" sata",84
1828,toshiba hd 3.5 sata 2tb 5700rpm intern retail,92
1829,"conceptronic 2,5"" harddisk box mini usb 3.0 stroomvoorziening via usb",14
1830,silicon power armor a30 externe harde schijf 1000 gb zwart,61
1831,intel d7 p5520 u.2 3840 gb pci express 4.0 tlc 3d nand nvme ssd,529
1832,seagate savvio 900gb sas,289
1833,"logilink ad0014 2,5inch bracket voor pcie bracket",8
1834,transcend 250s m.2 1tb pci express 4.0 3d nand nvme ssd,113
1835,patriot memory p400 m.2 512 gb pci express 4.0 nvme ssd,77
1836,adata ahv620 500gb,64
1837,"icy box 55105 5x 3,5"" sata/sas met backplane",219
1838,"corsair ssd bracket 3.5'' to 2.5"" white",7
1839,gembird ee2-u3s-2-r opslagbehuizing,18
1840,"startech.com 2,5 inch sata naar mini sata ssd adapter behuizing",34
1841,"startech.com 2,5i externe harde schijf behuizing usb 3.0",29
1842,lc-power lc-25u3-7w opslagbehuizing,12
1843,"logilink ua0040b opslagbehuizing 2,5"" ide to usb",9
1844,"seagate hdd 3.5"" 12tb st12000dm0007 barracuda pro",569
1845,toshiba al14sxb90en 300gb sas interne harde schijf,209
1846,"icy box-287-c31 externe 2,5"" behuizing stootrand usb c",32
1847,delock 62594 interfacekaart/-adapter,97
1848,"silverstone ms09 ssd enclosure m.2"" kolen",39
1849,"icy dock mb607sp-b 4x 2,5"" sata behuizing backplane voor externe 5,25""",133
1850,"western digital wd harddisk ultrastar dc hc320 sas 512e 8 tb 3.5"""""" 8000gb interne harde schijf",279
1851,"inter-tech 88884122 behuizing voor opslagstations hdd-behuizing zwart 2.5""",17
1852,"sandberg 136-37 behuizing voor opslagstations hdd-/ssd-behuizing zwart 2.5""",23
1853,startech.com sm2dupe11 media- en dataduplicator hdd/ssd-duplicator 1 kopieën zwart nas,999
1854,"icy dock mb608sp-b 6x2,5"" sata behuizing backplane voor 5,25""",150
1855,synology diskstation ds218play red 12tb 2x 6tb ethernet lan compact zwart nas,709
1856,"western digital ultrastar dc hc560 3.5"" 20tb sata",429
1857,silverstone ts16 sdd-behuizing zwart m.2,53
1858,synology virtual machine manager pro,229
1859,qnap ts-464u-rp nas rack (1u) ethernet lan zwart nas,1540
1860,"lindy usb 3.0 sata enclosure 2.5"" hdd-/ssd-behuizing zwart 2.5""",16
1861,"gembird ee2280-u3c-02 behuizing voor opslagstations sdd-behuizing zwart, transparant m.2",34
1862,deltaco ram-7 computerbehuizing onderdelen universeel hdd mounting bracket,5
1863,icy box ib-3780-c31 usb 3.1 type c 8-voud. behuizing,459
1864,"western digital ultrastar dc hc560 3.5"" 20000 gb sata",489
1865,lamax c9 zwart,123
1866,"seagate st6000nm029a interne harde schijf 3.5"" 6000 gb sas",229
1867,fantec qb-x8u31 schwarz 8x 3.5 sata hdd usb 3.1 typ-c,419
1868,"raidsonic ib-246-c31-g behuizing voor opslagstations hdd-/ssd-behuizing grijs 2.5""",30
1869,"nedis hardeschijf behuizing | 2.5"" | sata iii-verbinding | usb 3.1 | 6 gbps",16
1870,manhattan 130639 behuizing voor opslagstations sdd-behuizing zwart m.2,41
1871,qnap qxg-10g1tb netwerkkaart intern ethernet 10000 mbit/s,156
1872,"qnap ts-h3087xu-rp nas rack (4u) ethernet lan zwart, wit e-2378 nas",13340
1873,"toshiba p300 3.5"" 2000 gb sata",63
1874,"icy dock mb732spo-b 2x2,5"" sata mobile rack+ ultra slim odd voor extern 5,25""",61
1875,"seagate hdd nvr 3.5"" 10tb skyhawk ai",359
1876,qnap ts-131k data-opslag-server ethernet lan toren wit nas nas,195
1877,qnap ts-431kx-2g data-opslag-server alpine al-214 ethernet lan tower zwart nas nas,619
1878,qnap ts-231p3 al314 ethernet lan tower wit nas nas,429
1879,qnap ts-932px alpine al-324 nas,839
1880,"icy dock mb833m2k-b m.2 pcie ssd mobile rack voor externe 3,5""",149
1881,"fujitsu s26361-f3956-l910 interne harde schijf 2.5"" 1000 gb sata iii",379
1882,qnap qvp-63a data-opslag-server nas tower ethernet lan zwart i3-8100t nas,1660
1883,dell n36yx 4000gb sas interne harde schijf,672
1884,dell rmcp3 1200gb sas interne harde schijf,938
1885,intel 2u hot-swap 8x2.5inch sas/nvme combo drive bay kit a2u8x25s3phs,299
1886,deltaco ram-8 montagekit,4
1887,"lc-power lc-25u3-hydra hdd enclosure 2.5"" zwart opslagbehuizing",12
1888,synology rackstation rs3618xs nas ethernet lan zwart nas,3010
1889,adata premier pro sp600 256gb ssd,112
1890,"delock 62432 converter sata 22 pin > msata with 2.5"" frame",36
1891,lc-power lc-25bu3 opslagbehuizing,14
1892,delock 61486 ide/sata converter usb3.0,44
1893,toshiba l200 1tb - [hdwj110uzsva],73
1894,inter-tech gd-pd05u,36
1895,gembird ausi01 kabeladapter/verloopstukje,19
1896,transcend storejet 25c3 2tb 2.5 usb 3.0,89
1897,adata hc660 3.0 (3.1 gen 1) 2000gb titanium,84
1898,transcend storejet 1tb,67
1899,"icy box ib-2213ssk mobile rack 1x 2,5"" sata 3,5"" mountable",52
1900,transcend 110s 128gb pci express 3.0 m.2 ssd,25
1901,intel 1.900 gb - sata - intern ssd,289
1902,"intel ® dc p4610 series (1.6tb, 2.5in pcie 3.1 x4, 3d2, tlc) ssd",519
1903,transcend ts960gjdm850 internal solid state drive 960 gb pci express 3.0 pci experess m.2 ssd,259
1904,"samsung pm883 1920 gb sata iii 2.5"" ssd",489
1905,iosafe solopro externe harde schijf 3000 gb zwart,739
1906,"kingston technology dc500 internal solid state drive 2.5"" 480 gb sata iii 3d tlc [sedc500r/480g] ssd",118
1907,transcend esd240c 120 gb zilver externe ssd,37
1908,hp ex900 internal solid state drive 120 gb pci express 3.0 nvme m.2 ssd,32
1909,"kingston technology dc450r 2.5"" 480 gb sata iii 3d tlc ssd",88
1910,"kingston technology dc450r 2.5"" 960 gb sata iii 3d tlc ssd",150
1911,pny cs2130 20003 gb pci express 3.0 3d nand nvme m.2 ssd,249
1912,"fujitsu s26361-f5733-l192 internal solid state drive 2.5"" 1920 gb sata iii ssd",1300
1913,"western digital ultrastar dc sn640 2.5"" 1920 gb pci express 3.1 3d tlc nvme ssd",587
1914,"western digital ultrastar dc sn640 2.5"" 960 gb pci express 3.1 3d tlc nvme ssd",289
1915,verbatim store n go 2.5 alu 1tb usb 3.2 gen 1 space gray,71
1916,verbatim store n go 2.5 alu 2tb usb 3.2 gen 1 silver,91
1917,"goodram cl100 2.5"" 960 gb sata iii 3d tlc nand ssd",69
1918,verbatim store n go 512gb mini usb 3.2 externe ssd,72
1919,"team group cx1 2.5"" 480 gb sata iii 3d nand ssd",44
1920,toshiba canvio advance externe harde schijf 1000 gb zwart,62
1921,"fujitsu s26361-f5776-l384 internal solid state drive 2.5"" 3840 gb sata iii ssd",3130
1922,"kioxia cd6-r 2.5"" 960 gb pci express 4.0 3d tlc nvme ssd",459
1923,"mushkin mkns2240gb internal solid state drive 2.5"" 240 gb sata iii 3d tlc ssd",23
1924,sandisk professional g- pro 500gb m.2 2800mb/s externe ssd,339
1925,"manhattan drive enclosure 2.5"" black stroomvoorziening via usb",11
1926,inter-tech 88884062,17
1927,adj 120-00006 opslagbehuizing,21
1928,raidsonic ib-2281sas-12g disk array zwart,219
1929,kioxia exceria plus portable 2tb usb 3.2 gen2 type c externe ssd,220
1930,lacie d2 professional 20tb,779
1931,silicon power a66 externe harde schijf 2000 gb zwart,80
1932,"synology 2.5"" sata 3840gb 2.5"" sata iii ssd",1260
1933,freecom mobile drive xxs 1tb hdd usb 3.0 56007,67
1934,verbatim store n go 2.5 1tb usb 3.0 pink,76
1935,fantec alupro u3 zwart,41
1936,mushkin pilot 1000 gb pci express 3.0 3d tlc nvme m.2 ssd,161
1937,v7 v7480gbse 480 gb sata iii m.2 ssd,71
1938,"conceptronic 2,5"" harddisk box mini black",10
1939,"akasa integral s 2.5""",28
1940,silverstone sdp10,17
1941,"samsung pm893 2.5"" 480 gb sata iii v-nand tlc ssd",95
1942,"sandisk ultra 3d 2.5"" 500 gb sata iii 3d nand ssd",77
1943,lacie mobile drive (2022) externe harde schijf 2000 gb zilver,108
1944,aixcase aix-bl25su2 stroomvoorziening via usb opslagbehuizing,12
1945,"icy dock mb994sp-4sb-1 4x 2,5"" sata behuizing voor externe 5,25""",166
1946,lc-power lc-pro-25bu opslagbehuizing,11
1947,silverstone fp55 - [sst-fp55b],17
1948,"delock 47213 2.5"" zwart opslagbehuizing",55
1949,sedna se-ihd-301-s drive bay panel,18
1950,"startech.com 2,5in aluminium usb 3.0 externe sata iii ssd harde-schijfbehuizing met uasp voor sata 6",34
1951,"startech.com usb 3.0 naar sata docking station voor 2,5/3,5-inch harde schijven",56
1952,"startech.com usb 3.0 universele 2,5 inch sata iii of ide hdd-behuizing met uasp draagbare externe ss",38
1953,"startech.com usb 3.1 (10gbps) gereedschapsloze behuizing voor 2,5"" sata ssd/hdd usb-c",38
1954,seagate surveillance hdd skyhawk 3tb 3000gb sata iii,102
1955,qnap tvs-675 nas tower ethernet lan zwart nas,1400
1956,toshiba hdepr03gea51 2000gb sata iii interne harde schijf,134
1957,"dell 4wx8y interne harde schijf 2.5"" 600 gb sas",420
1958,"dell x79h3 interne harde schijf 2.5"" 300 gb sas",218
1959,"icy dock mb699vp-b 4x2,5""sata behuizing backplane voor externe 5,25""",409
1960,delock 18213 computerbehuizing onderdelen universeel hdd-behuizing,11
1961,"synology has5300-16t interne harde schijf 3.5"" 16000 gb sas",799
1962,akasa ak-enu3m2-07 behuizing voor opslagstations sdd-behuizing aluminium m.2,78
1963,"inter-tech 88884092 behuizing voor opslagstations 2.5"" transparant",13
1964,"fujitsu s26462-f3500-l402 interne harde schijf 3.5"" 4000 gb sata iii",629
1965,"gembird ee2-u3s-6-gr behuizing voor opslagstations hdd-/ssd-behuizing aluminium 2.5""",24
1966,"synology disk tray (type d8) drive bay panel 2,5/3,5"" bezelplaat zwart",15
1967,"seagate enterprise exos x20 3.5"" 18000 gb sas",409
1968,synology diskstation ds218 red 12tb (2x 6tb) ethernet lan desktop zwart nas nas,749
1969,"lc-power lc-m2-c-multi-rgb behuizing voor opslagstations sdd-behuizing aluminium, zwart m.2",35
1970,"act ac1520 behuizing voor opslagstations zwart 2.5/3.5""",30
1971,icy box ib-1817mc-c31 behuizing voor opslagstations sdd-behuizing grijs m.2,50
1972,"toshiba mg07 12tb 3.5"" sata iii mg07aca12te",279
1973,"logilink ua0322 2.5"" hdd-/ssd-behuizing zwart",22
1974,"icy dock mb998ip-b 8x2,5"" sata behuizing backplane voor externe 5,25""",349
1975,icy box ib-2812cl-u3 dock/clone station voor 2x m.2 sata,47
1976,"toshiba mg series 3.5"" 20000 gb sata",389
1977,qnap ts-251d nas,559
1978,"icy dock mb994iko-3sb 2x2,5"" sata behuizing + slim odd tray backplane voor externe 5,25"" met slot",219
1979,"icy box-367-cpd+ behuizing voor opslagstations 2.5/3.5"" hdd-/ssd-behuizing zwart",89
1980,"synology rackstation sa3600 data-opslag-server ethernet lan rack (2u) zwart, grijs nas nas",8580
1981,fantec src-2612x07,359
1982,synology diskstation ds120j 88f3720 ethernet lan compact wit nas,529
1983,synology diskstation ds120j 88f3720 ethernet lan compact wit nas,439
1984,"icy dock mb601vk-1b m.2 pcie mobile rack voor externe 3,5""",139
1985,"qnap tl-r1220sep-rp 2.5/3.5"" hdd-/ssd-behuizing zwart, grijs",2180
1986,synology rackstation rs4021xs+ data-opslag-server opslagserver rack (3u) ethernet lan zwart d-1541 nas,5730
1987,"icy dock mb732tp-b behuizing voor opslagstations hdd-/ssd-behuizing zwart 2.5""",18
1988,lexar nm100 512gb m.2 ssd,56
1989,"raidsonic ib-3810-c31 behuizing voor opslagstations hdd-behuizing zwart 3.5""",519
1990,lc power lc-35u3-c-hub,48
1991,synology rackstation rs2821rp+ data-opslag-server nas rack (3u) ethernet lan zwart v1500b nas,3680
1992,"western digital purple pro 3.5"" 8000 gb sata iii",249
1993,"startech.com usb 3.1 (10gbps) standalone duplicator dock voor 2.5"" & 3.5"" sata ssd/hdd schijven nas",149
1994,dell 300gb sas 10000rpm 300gb sas - [mtv7g],285
1995,"icy box ib-ac652 interne 2,5""/3,5"" adapter voor 5,25"" bay",10
1996,fujitsu upgr to 8x sff carrier panel - [s26361-f1600-l8],154
1997,transcend 370 (premium) 256gb ssd,136
1998,"delock 18026 montagekit 3.5"" naar 5.25""",5
1999,lc-power lc-pro-25wu opslagbehuizing,14
2000,"icy box ib-2217sts mobile rack 2,5"" sata 3,5"" mountable",32
2001,manhattan 179195 usb sata/ide adapter,30
2002,"silverstone ds223 2.5"" zwart",94
2003,"adata sd700 256gb micro-usb b 3.0 (3.1 gen 1) zwart, geel externe ssd",147
2004,asustor as6204rs ethernet lan nas,849
2005,"digitus da-71114 2.5"" zwart opslagbehuizing",24
2006,western digital scorpio eide 80gb 5400 rpm 8mb 80gb externe harde schijf,103
2007,"delock 18209 beschermbox voor 2,5"" hdd",5
2008,apricorn aegis padlock fortress 1tb,269
2009,apricorn aegis padlock fortress 500gb,229
2010,"verbatim store'n'go 1000gb zwart, zilver externe harde schijf",77
2011,intel 3.800 gb - sata - intern ssd,639
2012,intel 480 gb - sata - intern ssd,158
2013,"intel ® d3-s4610 series (3.84tb, 2.5in sata 6gb/s, 3d2, tlc) ssd",819
2014,"samsung pm1643 internal solid state drive 2.5"" 1920 gb sas v-nand tlc ssd",629
2015,lenovo thermal kit tbv thinksystem,4
2016,transcend esd350c 480 gb blauw externe ssd,118
2017,adata se800 1000 gb externe ssd,121
2018,kingston technology dc1000b 480 gb pci express 3.0 3d tlc nand nvme m.2 ssd,141
2019,transcend 220s 2000 gb pci express 3.0 3d nand nvme m.2 ssd,279
2020,kingston kc2500 1tb m.2 ssd,137
2021,verbatim store n go 2.5 alu 2tb usb 3.2 gen 1 space gray,91
2022,toshiba canvio advance externe harde schijf 2000 gb rood,75
2023,toshiba canvio advance externe harde schijf 4000 gb wit,118
2024,pny xlr8 cs3040 1000 gb pci express 4.0 3d nand nvme m.2 ssd,219
2025,"kioxia pm6-v 2.5"" 3200 gb sas bics flash tlc ssd",1410
2026,verbatim 53652 externe harde schijf 1000 gb grijs,95
2027,"sharkoon bay extension 5.25"" black oem",8
2028,silicon power armor a30 - [sp020tbphda30s3w],86
2029,silicon power armor a30 1tb - [sp010tbphda30s3k],61
2030,hewlett packard enterprise 781518-b21 interne harde schijf,279
2031,"icy dock ezconvert lite 2,5"" naar 3,5""  adapter",21
2032,"delock 47200 installation frame voor 1x5,25""of 1x 3,5"" hdd",24
2033,delock 47224 opslagbehuizing,37
2034,silverstone sst-fs202b opslagbehuizing,37
2035,"lexar nq100 2.5"" 960 gb sata iii ssd",102
2036,"icy box ib-563ssk backplane 3x 3,5"" sata",140
2037,silicon power a66 externe harde schijf 1000 gb zwart,62
2038,goodram hx100 1000 gb zwart externe ssd,134
2039,patriot memory viper vpn110 512 gb pci express 3.0 nvme m.2 ssd,122
2040,freecom mobile drive xxs 2tb hdd usb 3.0 56334,89
2041,verbatim store n go 2.5 2tb usb 3.0 silver gen 2,81
2042,fantec 3.5 hdd bescherm tas 1868,9
2043,icy box-2535sts converter 2.5 sata naar 3.5 sata,17
2044,"silicon power a66 externe harde schijf 1000 gb zwart, geel",65
2045,"innovation it 2.5"" 1tb innovationit superiorq bulk (qlc) 2.5"" 1000 gb sata iii ssd",60
2046,seagate firecuda 520 m.2 2000 gb pci express 4.0 3d tlc nvme ssd,199
2047,delock 47220 opslagbehuizing,77
2048,"lc-power lc-25u3-becrux 2,5"" harddiskbehuizing",14
2049,fantec alu7mmu3,20
2050,assmann electronic da-70327 usb 3.1 (gen 2) type-c sata 22-pin zwart kabeladapter/verloopstukje,23
2051,digitus usb / sata,37
2052,"startech.com 2,5 inch antistatische harde schijf beschermhoes zwart (3 stuks)",18
2053,startech.com esata / usb 3.0 sata iii harddisk docking station ssd / hdd met uasp,67
2054,"startech.com robuuste harde-schijfbehuizing usb 3.0 naar 2,5 inch sata 6 gbps hdd of sdd uasp",53
2055,fantec alu-25b31 zwart 2.5 usb 3.1 aluminium,23
2056,delock 42588 behuizing voor opslagstations sdd-behuizing zwart,66
2057,delock 62993 intern interfacekaart/-adapter,94
2058,adata sx6000 pro nvme 256gb pcie gen3x4 m.2 ssd,30
2059,startech.com sm2e1bmu31c behuizing voor opslagstations sdd-behuizing zwart m.2,114
2060,"synology dx1222 behuizing voor opslagstations hdd-/ssd-behuizing zwart 2.5/3.5"" nas",1310
2061,iosafe 1517 ethernet lan toren zwart nas - [nf0105-1],2870
2062,"icy box ib-247-c31 externe 2,5"" behuizing sata antraciet",40
2063,"logilink au0037 behuizing voor opslagstations 2.5"" hdd-/ssd-behuizing grijs",13
2064,"hp 651687-001 drive bay panel 2.5"" bezelplaat zwart",65
2065,qnap ts-h1283xu-rp nas rack (2u) ethernet lan zwart e-2136 nas,7400
2066,"deltaco gam-091 behuizing voor opslagstations hdd-/ssd-behuizing zwart 2.5""",21
2067,qnap tr-004u behuizing voor opslagstations,419
2068,"western digital ultrastar dc hc560 3.5"" 20000 gb sas",599
2069,"conceptronic dante03t behuizing voor opslagstations hdd-/ssd-behuizing transparant 2.5""",14
2070,icy box ib-1817mct-c31 behuizing voor opslagstations sdd-behuizing zwart m.2,56
2071,"seagate ironwolf pro st2000nt001 interne harde schijf 3.5"" 2000 gb",144
2072,"nedis hard disk enclosure | 2.5"" | usb 3.1 | 6 gbps | aluminium | black",17
2073,"qnap ts-h1887xu-rp nas rack (2u) ethernet lan zwart, wit e-2336 nas",7300
2074,"icy dock mb604spo-b 4x2,5"" sata + (ultra) slim odd behuizing backplane",137
2075,"gembird ee2-u3s9-6 behuizing voor opslagstations 2.5"" hdd-behuizing transparant",17
2076,mediarange box901 opslagdoos aluminium,3
2077,synology diskstation ds120j 88f3720 ethernet lan compact wit nas,186
2078,icy box ib-ac602b-6,21
2079,"qnap ts-251d j4005 ethernet lan tower blauw, wit nas nas",919
2080,"qnap ts-251d j4005 ethernet lan tower blauw, wit nas nas",569
2081,qnap ts-h973ax-8g data-opslag-server v1500b ethernet lan tower zwart nas nas,1320
2082,synology rackstation rs3621rpxs data-opslag-server opslagserver rack (2u) ethernet lan zwart d-1531 nas,3750
2083,synology fan 80*80*25_3,13
2084,"icy dock mb830sp-b behuizing voor opslagstations hdd-behuizing zwart 3.5""",82
2085,"icy dock tougharmor 3x2,5"" sata externe behuizing mobile rack voor externe 3,5"" met slot",118
2086,startech.com sm22bu31c3r zwart opslagbehuizing,70
2087,"hewlett packard enterprise 600gb 2.5"" 12g sas 600gb sas interne harde schijf - [872477-b21]",219
2088,"hewlett packard enterprise 300gb 2.5"" 12g sas 300gb sas interne harde schijf - [872475-b21]",187
2089,"logilink montagebracket 3.5"" > 2.5""  hdd-ssd",9
2090,icy box-2242ssk desktop zwart data-opslag-server,114
2091,"cru carrier only, sata 3gb/s",38
2092,transcend storejet umbausatz ck3 2.5,22
2093,rivacase 9101 (pu) hdd case light blue,10
2094,transcend storejet 25c3 1tb 2.5 usb 3.0,67
2095,"adata hd700 3.0 (3.1 gen 1) 2000gb zwart, blauw",136
2096,"icy dock mb324sp-b 4x2,5"" sata hot swap cage voor externe 5,25""",101
2097,team group l5 lite 120gb sata iii ssd,45
2098,delock 42589 ssd enclosure grijs opslagbehuizing,81
2099,hp 256-gb tlc m.2 sata-3 solid-state schijf ssd,53
2100,transcend mts820 480gb sata iii m.2 ssd,53
2101,silicon power armor a75 2000gb zilver externe harde schijf,89
2102,"team group dark l3 480gb 480gb 2.5"" sata iii ssd",117
2103,iosafe solo g3 2tb externe harde schijf 2000 gb zwart,429
2104,transcend 830s internal solid state drive 1000 gb sata iii m.2 ssd,123
2105,intel consumer 660p internal solid state drive 512 gb pci express 3.0 3d2 qlc nvme m.2 ssd,71
2106,"innovation it 00-256999 internal solid state drive 2.5"" 256 gb sata iii tlc ssd",26
2107,adata sd600q 960 gb zwart externe ssd,117
2108,verbatim fingerprint secure 1tb usb 3.1 gen 1 usb-c 2.5,96
2109,"team group gx2 256gb serial ata iii internal solid state drive 2.5"" sata iii ssd",28
2110,"kingston technology dc450r 2.5"" 3840 gb sata iii 3d tlc ssd",499
2111,"goodram irp-pr-s25c-512 internal solid state drive 2.5"" 512 gb sata iii 3d tlc nand ssd",90
2112,transcend 420s 480 gb sata iii 3d nand m.2 ssd,39
2113,"samsung pm1643a 2.5"" 3840 gb sas ssd",659
2114,intenso al professional 1tb brons usb 3.1 gen.2 externe ssd,121
2115,lexar professional nm700 1000 gb pci express 3.0 3d tlc nvme m.2 ssd,149
2116,intenso al business 250gb usb 3.2 gen.2 externe ssd,43
2117,toshiba canvio advance - 2to - noir externe harde schijf 2000 gb zwart,78
2118,toshiba canvio advance externe harde schijf 1000 gb wit,59
2119,toshiba canvio advance externe harde schijf 4000 gb zwart,118
2120,nas starterkit synology ds420j + 2x 4tb seagate ironwolf,524
2121,"team group t-create classic 2.5"" 1000 gb sata iii 3d tlc ssd",116
2122,transcend esd270c 250 gb zwart externe ssd,39
2123,verbatim 53653 externe harde schijf 2000 gb grijs,118
2124,supermicro mcp-220-00051-0n montagekit,14
2125,gembird ee2-u3s-2 opslagbehuizing,18
2126,verbatim store'n'go usb 3.0 1tb - [53203],68
2127,western digital green sn350 960 gb pci express 3.0 nvme m.2 ssd,81
2128,toshiba hdtca40eg3 externe harde schijf 4000 gb zwart,115
2129,seagate expansion stkp10000400 externe harde schijf 10000 gb zwart,229
2130,fantec alu-25 u3 zwart 2.5 usb 3.0,14
2131,toshiba canvio advance externe harde schijf 2000 gb groen,73
2132,v7 v7240gbse 240gb sata m.2 ssd,43
2133,v7 v7256gbnv3e 240 gb sata iii m.2 ssd,50
2134,seagate firecuda beskar ingot 500 gb pci express 4.0 3d tlc nvme m.2 ssd,194
2135,"infortrend eonstor gse pro 3008 disk array rack (2u) zwart, grijs",4150
2136,transcend hsd372m half-slim 64 gb sata iii mlc nand ssd,77
2137,mushkin element m.2 256 gb pci express 3.0 3d nand nvme ssd,25
2138,goodram px500 gen.2 m.2 256 gb pci express 3.0 3d nand nvme ssd,28
2139,icy box ib-138sk-b-ii,58
2140,"icy dock mobile rack 2,5""+3,5"" hot swappable for external 5,25""",88
2141,lc-power lc-25wu3 stroomvoorziening via usb opslagbehuizing,14
2142,inter-tech 88885214 montagekit,4
2143,akasa ak-ien-05 drive bay panel,33
2144,synology rx1217 infiniband rack (2u) zwart disk array,1410
2145,"lacie rugged usb-c 1tb 1000gb oranje, zilver",106
2146,"startech.com 3,5in zwarte usb 3.0 externe sata iii harde-schijfbehuizing met uasp voor sata 6 gbps d",66
